,commune_id,commune_name,tranche,nb_foyers,revenue_reference,impot net,nb_foyers_imposes,revenue_reference_impose,nb_foyers_salaire,montant_salaire,nb_foyers_retraite,montant_retraite
,074,Cessenon-sur-Orb,12 001 à 15 000,120,"1,610",-16,n.c.,n.c.,78,"1,217",n.c.,684
,074,Cessenon-sur-Orb,15 001 à 20 000,256,"4,436",-8,68,"1,236",157,"3,063",110,"2,069"
,074,Cessenon-sur-Orb,20 001 à 30 000,265,"6,387",82,137,"3,304",167,"4,221",118,"2,699"
,074,Cessenon-sur-Orb,30 001 à 50 000,284,"10,792",307,202,"7,855",177,"6,599",155,"4,861"
,074,Cessenon-sur-Orb,50 001 à 100 000,106,"6,553",412,91,"5,715",68,"3,548",49,"2,272"
,074,Cessenon-sur-Orb,+ de 100 000,20,"2,720",406,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,074,Cessenon-sur-Orb,Total,"1,528","35,421","1,116",526,"20,797",852,"21,053",693,"15,208"
,075,Cesseras,Total,273,"5,627",129,80,"3,096",132,"2,601",124,"2,748"
,076,Ceyras,Total,776,"22,740","1,037",300,"14,644",522,"17,120",252,"5,891"
,077,Clapiers,0 à 10 000,477,"1,833",-6,n.c.,n.c.,204,"1,262",113,825
,077,Clapiers,10 001 à 12 000,103,"1,146",-5,n.c.,n.c.,66,741,34,491
,077,Clapiers,12 001 à 15 000,201,"2,706",-11,n.c.,n.c.,146,"2,102",56,815
,077,Clapiers,15 001 à 20 000,430,"7,584",33,180,"3,303",322,"6,218",118,"2,165"
,077,Clapiers,20 001 à 30 000,562,"13,895",298,350,"8,714",370,"9,500",207,"5,274"
,077,Clapiers,30 001 à 50 000,709,"27,835","1,155",537,"21,306",454,"17,615",305,"11,030"
,077,Clapiers,50 001 à 100 000,705,"48,455","3,876",662,"45,873",503,"33,295",273,"14,520"
,077,Clapiers,+ de 100 000,188,"33,630","5,357",n.c.,n.c.,154,"17,631",57,"3,461"
,077,Clapiers,Total,"3,375","137,083","10,697","1,930","112,080","2,219","88,363","1,163","38,580"
,078,Claret,Total,985,"32,613","1,692",428,"22,597",633,"21,254",356,"8,980"
,079,Clermont-l'Hérault,0 à 10 000,"1,865","7,284",-79,19,81,750,"4,905",565,"4,613"
,079,Clermont-l'Hérault,10 001 à 12 000,384,"4,225",-31,n.c.,n.c.,237,"2,937",167,"2,258"
,079,Clermont-l'Hérault,12 001 à 15 000,555,"7,473",-31,n.c.,n.c.,404,"6,389",161,"2,515"
,079,Clermont-l'Hérault,15 001 à 20 000,"1,014","17,600",23,310,"5,612",678,"13,026",375,"7,113"
,079,Clermont-l'Hérault,20 001 à 30 000,"1,045","25,289",387,526,"12,672",690,"17,311",423,"10,331"
,079,Clermont-l'Hérault,30 001 à 50 000,831,"31,726","1,031",582,"22,668",503,"19,694",425,"14,006"
,079,Clermont-l'Hérault,50 001 à 100 000,367,"23,933","1,768",332,"21,788",260,"14,730",162,"7,502"
,079,Clermont-l'Hérault,+ de 100 000,78,"16,411","2,500",n.c.,n.c.,57,"5,573",31,"1,913"
,079,Clermont-l'Hérault,Total,"6,139","133,942","5,570","1,850","78,634","3,579","84,564","2,309","50,251"
,080,Colombières-sur-Orb,Total,322,"8,016",297,120,"4,737",163,"3,583",155,"3,968"
,081,Colombiers,0 à 10 000,305,"1,473",-8,n.c.,n.c.,118,811,122,"1,080"
,081,Colombiers,10 001 à 12 000,100,"1,106",-8,n.c.,n.c.,53,686,48,701
,081,Colombiers,12 001 à 15 000,124,"1,660",-9,n.c.,n.c.,86,"1,209",n.c.,n.c.
,081,Colombiers,15 001 à 20 000,261,"4,582",5,84,"1,523",168,"3,146",104,"2,030"
,081,Colombiers,20 001 à 30 000,329,"8,063",145,167,"4,070",195,"4,895",162,"3,992"
,081,Colombiers,30 001 à 50 000,396,"15,042",455,281,"10,818",231,"8,560",211,"7,116"
,081,Colombiers,50 001 à 100 000,181,"11,607",786,169,"10,845",128,"7,352",85,"3,641"
,081,Colombiers,+ de 100 000,34,"5,930","1,148",n.c.,n.c.,26,"1,859",n.c.,n.c.
,081,Colombiers,Total,"1,730","49,463","2,515",742,"33,243","1,005","28,518",782,"19,490"
,082,Combaillaux,0 à 10 000,103,n.c.,n.c.,n.c.,n.c.,38,225,29,258
,082,Combaillaux,10 001 à 12 000,24,n.c.,n.c.,n.c.,n.c.,18,194,n.c.,n.c.
,082,Combaillaux,12 001 à 15 000,56,757,-5,n.c.,n.c.,42,592,n.c.,n.c.
,082,Combaillaux,15 001 à 20 000,118,"2,063",13,47,862,82,"1,568",35,662
,082,Combaillaux,20 001 à 30 000,145,"3,606",95,94,"2,349",98,"2,547",51,"1,153"
,082,Combaillaux,30 001 à 50 000,240,"9,473",317,180,"7,151",163,"6,386",95,"3,372"
,082,Combaillaux,50 001 à 100 000,265,"18,033","1,362",248,"16,890",198,"12,660",95,"4,359"
,082,Combaillaux,+ de 100 000,80,"12,049","2,111",n.c.,n.c.,70,"8,753",18,926
,082,Combaillaux,Total,"1,031","46,651","3,890",655,"39,021",709,"32,926",344,"11,069"
,083,Combes,Total,171,"2,983",72,47,"1,638",69,"1,385",76,"1,687"
,084,Corneilhan,0 à 10 000,222,"1,057",-29,n.c.,n.c.,78,564,82,753
,084,Corneilhan,10 001 à 12 000,75,822,-10,n.c.,n.c.,34,410,39,549
,084,Corneilhan,12 001 à 15 000,76,"1,019",-6,n.c.,n.c.,49,723,n.c.,n.c.
,084,Corneilhan,15 001 à 20 000,159,"2,769",-6,43,770,95,"1,826",65,"1,282"
,084,Corneilhan,20 001 à 30 000,197,"4,750",72,101,"2,408",121,"2,994",89,"2,132"
,084,Corneilhan,30 001 à 50 000,210,"8,183",267,152,"6,006",125,"4,630",111,"3,572"
,084,Corneilhan,50 001 à 100 000,113,"7,242",492,n.c.,n.c.,83,"4,485",47,"2,149"
,084,Corneilhan,+ de 100 000,15,"2,456",412,n.c.,n.c.,12,"1,367",n.c.,n.c.
,084,Corneilhan,Total,"1,067","28,299","1,192",417,"18,371",597,"16,998",471,"11,148"
,085,Coulobres,Total,229,"7,254",585,99,"5,052",126,"3,443",102,"2,789"
,086,Courniou,Total,409,"8,323",175,126,"4,360",203,"4,836",197,"4,159"
,087,Cournonsec,0 à 10 000,288,"1,227",-9,n.c.,n.c.,127,785,75,671
,087,Cournonsec,10 001 à 12 000,74,816,-4,n.c.,n.c.,53,647,n.c.,n.c.
,087,Cournonsec,12 001 à 15 000,134,"1,806",-9,n.c.,n.c.,110,"1,740",28,415
,087,Cournonsec,15 001 à 20 000,281,"4,941",9,95,"1,720",214,"4,331",75,"1,391"
,087,Cournonsec,20 001 à 30 000,385,"9,439",131,185,"4,525",276,"7,387",136,"3,295"
,087,Cournonsec,30 001 à 50 000,463,"18,047",528,301,"11,987",351,"14,542",155,"4,861"
,087,Cournonsec,50 001 à 100 000,259,"16,901","1,114",240,"15,731",223,"14,330",58,"2,527"
,087,Cournonsec,+ de 100 000,37,"7,881",998,n.c.,n.c.,27,"2,557",n.c.,n.c.
,087,Cournonsec,Total,"1,921","61,058","2,758",862,"41,868","1,381","46,319",557,"13,649"
,088,Cournonterral,0 à 10 000,863,"3,412",-48,n.c.,n.c.,356,"2,278",229,"1,873"
,088,Cournonterral,10 001 à 12 000,201,"2,213",-9,n.c.,n.c.,135,"1,654",65,960
,088,Cournonterral,12 001 à 15 000,320,"4,325",-10,n.c.,n.c.,262,"4,134",61,917
,088,Cournonterral,15 001 à 20 000,695,"12,110",15,233,"4,241",527,"10,290",191,"3,599"
,088,Cournonterral,20 001 à 30 000,768,"18,674",276,372,"9,109",535,"13,866",275,"6,554"
,088,Cournonterral,30 001 à 50 000,876,"33,646","1,052",608,"23,750",646,"25,116",332,"10,748"
,088,Cournonterral,50 001 à 100 000,491,"31,621","2,199",459,"29,754",403,"25,223",126,"5,323"
,088,Cournonterral,+ de 100 000,66,"9,499","1,363",n.c.,n.c.,53,"4,746",20,"1,100"
,088,Cournonterral,Total,"4,280","115,501","4,837","1,750","76,438","2,917","87,307","1,299","31,073"
,089,Creissan,Total,879,"22,458",755,327,"13,455",492,"13,490",395,"9,560"
,090,Le Crès,0 à 10 000,818,"3,316",-34,n.c.,n.c.,329,"2,052",247,"2,026"
,090,Le Crès,10 001 à 12 000,210,"2,320",-18,n.c.,n.c.,125,"1,445",91,"1,219"
,090,Le Crès,12 001 à 15 000,324,"4,343",-14,n.c.,n.c.,217,"3,131",105,"1,711"
,090,Le Crès,15 001 à 20 000,728,"12,756",39,274,"4,997",496,"9,254",248,"4,852"
,090,Le Crès,20 001 à 30 000,"1,007","24,468",530,616,"15,042",678,"17,382",373,"9,310"
,090,Le Crès,30 001 à 50 000,"1,195","46,792","1,928",903,"35,722",735,"28,690",551,"19,885"
,090,Le Crès,50 001 à 100 000,979,"65,768","5,013",924,"62,342",777,"50,731",292,"14,043"
,090,Le Crès,+ de 100 000,196,"29,837","4,678",n.c.,n.c.,172,"20,669",31,"1,836"
,090,Le Crès,Total,"5,457","189,600","12,122","2,927","147,841","3,529","133,353","1,938","54,883"
,091,Le Cros,Total,32,698,14,n.c.,n.c.,15,318,13,350
,092,Cruzy,Total,611,"13,709",358,196,"7,294",329,"8,111",271,"5,698"
,093,Dio-et-Valquières,Total,113,"2,523",69,45,"1,588",57,"1,456",49,"1,192"
,094,Espondeilhan,Total,712,"20,473","1,094",266,"13,127",480,"12,897",239,"5,973"
,095,Fabrègues,0 à 10 000,699,"3,035",-44,12,62,289,"1,883",216,"1,816"
,095,Fabrègues,10 001 à 12 000,197,"2,164",-11,n.c.,n.c.,122,"1,464",79,"1,061"
,095,Fabrègues,12 001 à 15 000,321,"4,307",-23,n.c.,n.c.,242,"3,582",87,"1,361"
,095,Fabrègues,15 001 à 20 000,762,"13,353",17,277,"5,022",539,"10,628",246,"4,671"
,095,Fabrègues,20 001 à 30 000,898,"21,747",430,531,"12,811",649,"16,411",313,"7,577"
,095,Fabrègues,30 001 à 50 000,949,"36,886","1,281",708,"27,723",632,"24,343",442,"14,741"
,095,Fabrègues,50 001 à 100 000,596,"39,395","2,935",559,"37,103",494,"30,409",180,"7,950"
,095,Fabrègues,+ de 100 000,83,"17,305","2,669",n.c.,n.c.,72,"7,466",18,808
,095,Fabrègues,Total,"4,505","138,192","7,254","2,178","99,628","3,039","96,186","1,581","39,985"
,096,Faugères,Total,367,"9,112",452,127,"5,435",205,"4,770",163,"4,001"
,097,Félines-Minervois,Total,325,"6,442",126,96,"3,347",164,"3,323",147,"3,065"
,098,Ferrals-les-Montagnes,Total,104,"1,889",37,25,994,42,820,52,"1,047"
,099,Ferrières-les-Verreries,Total,33,"1,010",50,11,571,15,373,15,547
,100,Ferrières-Poussarou,Total,50,"1,150",94,17,813,23,590,20,483
,101,Florensac,0 à 10 000,724,"3,351",-32,n.c.,n.c.,295,"2,164",262,"2,317"
,101,Florensac,10 001 à 12 000,200,"2,191",-8,n.c.,n.c.,106,"1,260",98,"1,411"
,101,Florensac,12 001 à 15 000,284,"3,847",-17,n.c.,n.c.,203,"3,089",89,"1,357"
,101,Florensac,15 001 à 20 000,544,"9,547",16,165,"2,983",320,"6,105",253,"4,947"
,101,Florensac,20 001 à 30 000,580,"14,117",166,240,"5,781",353,"8,851",279,"6,839"
,101,Florensac,30 001 à 50 000,597,"22,712",675,420,"16,322",348,"13,261",300,"10,316"
,101,Florensac,50 001 à 100 000,222,"14,132",947,207,"13,204",145,"8,195",97,"4,311"
,101,Florensac,+ de 100 000,37,"7,416","1,305",n.c.,n.c.,31,"2,682",12,514
,101,Florensac,Total,"3,188","77,313","3,052","1,087","45,864","1,801","45,606","1,390","32,013"
,102,Fontanès,Total,196,"9,167",550,104,"7,442",127,"5,321",66,"1,886"
,103,Fontès,Total,697,"16,552",579,239,"9,652",373,"9,025",317,"7,529"
,104,Fos,Total,78,"1,495",13,15,480,48,917,29,589
,105,Fouzilhon,Total,144,"3,852",149,55,"2,439",82,"2,290",61,"1,491"
,106,Fozières,Total,129,"3,449",139,53,"2,151",60,"1,502",63,"1,634"
,107,Fraisse-sur-Agout,Total,192,n.c.,n.c.,52,n.c.,91,"1,756",81,"1,660"
,108,Frontignan,0 à 10 000,"3,253","13,961",-144,33,167,"1,265","8,166","1,161","9,882"
,108,Frontignan,10 001 à 12 000,827,"9,106",-64,n.c.,n.c.,451,"5,329",399,"5,777"
,108,Frontignan,12 001 à 15 000,"1,331","17,911",-83,21,285,976,"14,602",408,"6,299"
,108,Frontignan,15 001 à 20 000,"2,675","46,811",87,894,"16,315","1,791","34,627",997,"19,169"
,108,Frontignan,20 001 à 30 000,"3,149","76,633","1,362","1,669","40,562","2,069","52,574","1,329","31,995"
,108,Frontignan,30 001 à 50 000,"2,876","110,479","3,880","2,122","82,839","1,931","74,137","1,265","42,580"
,108,Frontignan,50 001 à 100 000,"1,287","83,158","6,038","1,199","77,947","1,014","60,789",416,"17,534"
,108,Frontignan,+ de 100 000,172,"30,341","4,350",n.c.,n.c.,140,"12,880",47,"1,719"
,108,Frontignan,Total,"15,570","388,401","15,427","6,121","248,351","9,637","263,105","6,022","134,954"
,109,Gabian,Total,573,"12,228",351,165,"6,572",307,"6,828",249,"5,728"
,110,Galargues,Total,437,"12,776",549,184,"8,274",324,"10,178",129,"2,952"
,111,Ganges,0 à 10 000,980,"4,070",-21,11,61,347,"2,302",371,"3,153"
,111,Ganges,10 001 à 12 000,217,"2,385",-15,n.c.,n.c.,110,n.c.,111,n.c.
,111,Ganges,12 001 à 15 000,255,"3,423",-13,n.c.,n.c.,146,"2,249",117,"1,865"
,111,Ganges,15 001 à 20 000,516,"8,989",10,155,"2,819",281,"5,230",248,"4,875"
,111,Ganges,20 001 à 30 000,447,"10,727",182,225,"5,401",260,"6,420",228,"5,389"
,111,Ganges,30 001 à 50 000,281,"10,681",337,201,"7,809",158,"5,595",165,"5,631"
,111,Ganges,50 001 à 100 000,92,"5,949",419,n.c.,n.c.,n.c.,"3,208",n.c.,"1,908"
,111,Ganges,+ de 100 000,12,"3,201",536,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,111,Ganges,Total,"2,800","49,425","1,436",698,"24,785","1,368","27,159","1,284","24,528"
,112,Garrigues,Total,141,"4,506",284,65,"3,137",107,"3,115",41,"1,030"
,113,Gigean,0 à 10 000,673,"2,730",-41,n.c.,n.c.,287,"1,784",195,"1,641"
,113,Gigean,10 001 à 12 000,202,"2,230",-7,n.c.,n.c.,141,"1,748",n.c.,n.c.
,113,Gigean,12 001 à 15 000,283,"3,818",-17,n.c.,n.c.,215,"3,386",76,"1,165"
,113,Gigean,15 001 à 20 000,630,"10,994",18,190,"3,456",450,"8,808",199,"3,723"
,113,Gigean,20 001 à 30 000,737,"17,982",277,365,"8,915",532,"14,017",250,"5,916"
,113,Gigean,30 001 à 50 000,822,"32,083",962,550,"21,861",633,"25,794",278,"8,810"
,113,Gigean,50 001 à 100 000,421,"26,913","1,739",386,"24,810",368,"22,782",89,"3,619"
,113,Gigean,+ de 100 000,51,"12,214","2,591",n.c.,n.c.,43,"7,320",n.c.,n.c.
,113,Gigean,Total,"3,819","108,964","5,523","1,557","71,163","2,669","85,639","1,161","26,385"
,114,Gignac,0 à 10 000,850,"3,539",-49,n.c.,n.c.,361,"2,488",239,"2,088"
,114,Gignac,10 001 à 12 000,225,"2,471",-14,n.c.,n.c.,146,"1,811",94,"1,230"
,114,Gignac,12 001 à 15 000,318,"4,284",-18,n.c.,n.c.,250,"3,895",n.c.,n.c.
,114,Gignac,15 001 à 20 000,585,"10,172",-10,175,"3,167",405,"7,937",191,"3,698"
,114,Gignac,20 001 à 30 000,651,"15,864",228,310,"7,567",472,"12,558",217,"5,229"
,114,Gignac,30 001 à 50 000,719,"27,596",689,465,"18,160",516,"21,242",269,"8,751"
,114,Gignac,50 001 à 100 000,332,"21,194","1,292",299,"19,284",265,"16,621",93,"3,840"
,114,Gignac,+ de 100 000,43,"6,432",861,n.c.,n.c.,36,"3,446",n.c.,n.c.
,114,Gignac,Total,"3,723","91,551","2,980","1,306","54,517","2,451","69,998","1,188","26,251"
,115,Gorniès,Total,79,"1,800",66,36,"1,199",29,609,49,"1,241"
,116,Grabels,0 à 10 000,"1,070","3,907",-34,n.c.,n.c.,495,"3,063",199,"1,564"
,116,Grabels,10 001 à 12 000,213,"2,346",-15,n.c.,n.c.,141,"1,666",71,"1,001"
,116,Grabels,12 001 à 15 000,339,"4,576",-10,n.c.,n.c.,282,"4,085",65,909
,116,Grabels,15 001 à 20 000,761,"13,363",67,324,"5,951",634,"12,364",133,"2,477"
,116,Grabels,20 001 à 30 000,984,"24,172",553,621,"15,266",767,"19,942",247,"6,301"
,116,Grabels,30 001 à 50 000,943,"36,557","1,495",690,"27,103",622,"23,850",381,"13,686"
,116,Grabels,50 001 à 100 000,679,"45,369","3,450",631,"42,481",504,"30,910",268,"12,615"
,116,Grabels,+ de 100 000,193,"37,890","6,166",n.c.,n.c.,162,"16,900",44,"3,283"
,116,Grabels,Total,"5,182","168,180","11,673","2,476","128,288","3,607","112,779","1,408","41,836"
,117,Graissessac,Total,427,"7,099",121,99,"3,023",188,"3,495",224,"4,402"
,118,Guzargues,Total,279,"11,606",818,162,"9,433",169,"7,016",115,"3,795"
,119,Hérépian,0 à 10 000,242,"1,156",-7,n.c.,n.c.,95,720,95,844
,119,Hérépian,10 001 à 12 000,49,546,-2,n.c.,n.c.,n.c.,n.c.,24,n.c.
,119,Hérépian,12 001 à 15 000,100,"1,347",-5,n.c.,n.c.,71,"1,170",29,458
,119,Hérépian,15 001 à 20 000,196,"3,408",9,67,"1,213",124,"2,394",78,"1,522"
,119,Hérépian,20 001 à 30 000,209,"5,105",90,103,"2,520",140,"3,404",90,"2,154"
,119,Hérépian,30 001 à 50 000,156,"5,914",165,112,"4,332",88,"3,232",81,"2,678"
,119,Hérépian,50 001 à 100 000,62,"4,085",306,n.c.,n.c.,49,"2,699",n.c.,"1,042"
,119,Hérépian,+ de 100 000,13,"3,497",402,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,119,Hérépian,Total,"1,027","25,057",957,358,"15,290",605,"14,472",423,"9,089"
,120,Jacou,0 à 10 000,547,"2,299",-40,n.c.,n.c.,231,"1,381",147,"1,325"
,120,Jacou,10 001 à 12 000,141,"1,555",-2,n.c.,n.c.,90,"1,060",n.c.,n.c.
,120,Jacou,12 001 à 15 000,240,"3,234",-11,n.c.,n.c.,181,"2,595",65,"1,031"
,120,Jacou,15 001 à 20 000,531,"9,285",12,173,"3,165",375,"7,016",173,"3,391"
,120,Jacou,20 001 à 30 000,714,"17,445",360,424,"10,332",481,"12,558",260,"6,642"
,120,Jacou,30 001 à 50 000,836,"32,296","1,277",640,"25,093",545,"20,911",364,"12,802"
,120,Jacou,50 001 à 100 000,691,"46,888","3,535",642,"43,928",576,"38,268",188,"8,879"
,120,Jacou,+ de 100 000,128,"19,691","3,035",n.c.,n.c.,124,"15,356",n.c.,n.c.
,120,Jacou,Total,"3,828","132,693","8,165","2,021","102,324","2,603","99,145","1,258","35,086"
,121,Joncels,Total,177,"3,511",60,43,"1,636",88,"1,710",91,"1,999"
,122,Jonquières,Total,331,"9,190",304,125,"5,949",224,"6,491",103,"2,621"
,123,Juvignac,0 à 10 000,"1,417","5,392",-65,13,66,686,"4,251",263,"2,158"
,123,Juvignac,10 001 à 12 000,375,"4,130",-34,n.c.,n.c.,282,"3,388",98,"1,377"
,123,Juvignac,12 001 à 15 000,565,"7,624",-25,n.c.,n.c.,467,"6,966",108,"1,565"
,123,Juvignac,15 001 à 20 000,"1,229","21,497",44,443,"8,086",977,"18,994",287,"5,357"
,123,Juvignac,20 001 à 30 000,"1,582","38,300",841,943,"22,902","1,182","31,047",446,"11,007"
,123,Juvignac,30 001 à 50 000,"1,508","58,239","2,311","1,099","43,061","1,040","40,511",584,"20,508"
,123,Juvignac,50 001 à 100 000,917,"60,875","4,569",841,"56,124",691,"42,787",326,"15,617"
,123,Juvignac,+ de 100 000,221,"40,752","6,940",n.c.,n.c.,184,"19,948",51,"2,781"
,123,Juvignac,Total,"7,814","236,810","14,580","3,571","170,017","5,509","167,892","2,163","60,370"
,124,Lacoste,Total,184,"8,104",738,80,"6,274",113,"3,328",71,"2,300"
,125,Lagamas,Total,81,"2,389",161,42,"1,767",49,"1,395",31,855
,126,Lamalou-les-Bains,0 à 10 000,372,"1,379",-57,n.c.,n.c.,95,603,159,"1,286"
,126,Lamalou-les-Bains,10 001 à 12 000,81,902,-7,n.c.,n.c.,27,353,n.c.,n.c.
,126,Lamalou-les-Bains,12 001 à 15 000,108,"1,446",-5,n.c.,n.c.,50,702,68,"1,017"
,126,Lamalou-les-Bains,15 001 à 20 000,245,"4,276",12,101,"1,837",127,"2,376",133,"2,540"
,126,Lamalou-les-Bains,20 001 à 30 000,265,"6,449",109,142,"3,445",127,"3,085",157,"3,869"
,126,Lamalou-les-Bains,30 001 à 50 000,231,"8,683",258,159,"6,086",121,"4,281",142,"4,867"
,126,Lamalou-les-Bains,50 001 à 100 000,106,"7,092",600,n.c.,n.c.,58,"3,077",62,"2,850"
,126,Lamalou-les-Bains,+ de 100 000,24,"6,138","1,072",n.c.,n.c.,18,"1,059",n.c.,n.c.
,126,Lamalou-les-Bains,Total,"1,432","36,366","1,982",534,"23,906",623,"15,536",783,"17,824"
,127,Lansargues,0 à 10 000,290,"1,360",-11,n.c.,n.c.,146,946,78,691
,127,Lansargues,10 001 à 12 000,100,"1,107",-9,n.c.,n.c.,63,749,39,522
,127,Lansargues,12 001 à 15 000,151,"2,034",-21,n.c.,n.c.,107,"1,611",44,689
,127,Lansargues,15 001 à 20 000,345,"6,027",25,124,"2,238",247,"4,907",98,"1,901"
,127,Lansargues,20 001 à 30 000,390,"9,543",168,209,"5,137",285,"7,490",124,"3,044"
,127,Lansargues,30 001 à 50 000,381,"14,754",542,281,"11,083",256,"10,202",162,"5,129"
,127,Lansargues,50 001 à 100 000,247,"16,166","1,223",219,"14,423",196,"12,456",66,"3,096"
,127,Lansargues,+ de 100 000,58,"12,829","2,948",n.c.,n.c.,49,"8,085",11,512
,127,Lansargues,Total,"1,962","63,820","4,865",901,"45,804","1,349","46,446",622,"15,583"
,128,Laroque,0 à 10 000,200,963,-13,n.c.,n.c.,88,680,69,564
,128,Laroque,10 001 à 12 000,42,461,-6,n.c.,n.c.,20,209,n.c.,n.c.
,128,Laroque,12 001 à 15 000,91,"1,225",-4,n.c.,n.c.,63,998,26,442
,128,Laroque,15 001 à 20 000,183,"3,183",-17,52,931,107,"2,051",79,"1,520"
,128,Laroque,20 001 à 30 000,216,"5,243",72,93,"2,269",126,"3,095",110,"2,614"
,128,Laroque,30 001 à 50 000,193,"7,408",200,131,"5,109",108,"4,199",102,"3,562"
,128,Laroque,50 001 à 100 000,92,"5,764",419,n.c.,n.c.,58,"3,288",46,"2,049"
,128,Laroque,+ de 100 000,18,"3,688",519,n.c.,n.c.,14,"1,116",n.c.,n.c.
,128,Laroque,Total,"1,035","27,934","1,170",384,"17,357",584,"15,637",459,"11,377"
,129,Lattes,0 à 10 000,"1,685","7,051",-26,25,103,683,"4,577",457,"3,975"
,129,Lattes,10 001 à 12 000,424,"4,691",-29,n.c.,n.c.,243,"2,890",186,"2,594"
,129,Lattes,12 001 à 15 000,635,"8,534",-28,n.c.,n.c.,447,"6,550",196,"2,969"
,129,Lattes,15 001 à 20 000,"1,633","28,766",101,653,"11,994","1,095","20,773",558,"10,893"
,129,Lattes,20 001 à 30 000,"2,301","56,501","1,344","1,503","37,079","1,533","39,271",870,"21,741"
,129,Lattes,30 001 à 50 000,"2,466","94,697","4,668","2,001","77,492","1,425","53,474","1,234","44,141"
,129,Lattes,50 001 à 100 000,"1,640","110,558","9,368","1,530","103,760","1,157","72,062",657,"32,776"
,129,Lattes,+ de 100 000,493,"87,904","16,315",482,"86,151",417,"50,909",114,"6,769"
,129,Lattes,Total,"11,277","398,702","31,715","6,214","316,840","7,000","250,507","4,272","125,859"
,130,Laurens,0 à 10 000,225,990,-9,n.c.,n.c.,96,730,74,628
,130,Laurens,10 001 à 12 000,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,130,Laurens,12 001 à 15 000,89,"1,201",-5,n.c.,n.c.,56,864,n.c.,525
,130,Laurens,15 001 à 20 000,180,"3,119",5,46,832,116,"2,300",70,"1,323"
,130,Laurens,20 001 à 30 000,211,"5,188",65,88,"2,143",133,"3,446",94,"2,303"
,130,Laurens,30 001 à 50 000,223,"8,674",213,148,"5,938",152,"6,017",95,"3,173"
,130,Laurens,50 001 à 100 000,87,"5,724",405,n.c.,n.c.,60,"3,203",42,"1,894"
,130,Laurens,+ de 100 000,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,130,Laurens,Total,"1,090","26,946",881,382,"15,714",653,"17,495",444,"10,606"
,131,Lauret,Total,362,"12,933",746,184,"9,876",253,"9,390",103,"2,978"
,132,Lauroux,Total,149,"3,454",125,57,"2,145",71,"1,857",73,"1,749"
,133,Lavalette,Total,36,715,30,n.c.,n.c.,19,428,14,213
,134,Lavérune,0 à 10 000,317,"1,321",-13,n.c.,n.c.,137,857,96,826
,134,Lavérune,10 001 à 12 000,79,870,-2,n.c.,n.c.,45,516,n.c.,n.c.
,134,Lavérune,12 001 à 15 000,121,"1,635",-11,n.c.,n.c.,87,"1,333",33,508
,134,Lavérune,15 001 à 20 000,300,"5,244",22,125,"2,275",210,"3,982",100,"1,854"
,134,Lavérune,20 001 à 30 000,391,"9,503",199,226,"5,496",274,"7,156",135,"3,175"
,134,Lavérune,30 001 à 50 000,393,"15,240",594,303,"11,836",242,"9,018",192,"6,748"
,134,Lavérune,50 001 à 100 000,274,"18,171","1,346",250,"16,725",230,"14,187",73,"3,040"
,134,Lavérune,+ de 100 000,53,"9,287","1,324",n.c.,n.c.,47,"5,508",n.c.,n.c.
,134,Lavérune,Total,"1,928","61,270","3,460",970,"45,761","1,272","42,558",670,"17,108"
,135,Lespignan,0 à 10 000,484,"2,083",-38,n.c.,n.c.,199,"1,292",149,"1,285"
,135,Lespignan,10 001 à 12 000,114,"1,269",-12,n.c.,n.c.,72,908,46,634
,135,Lespignan,12 001 à 15 000,202,"2,697",-16,n.c.,n.c.,147,"2,319",60,892
,135,Lespignan,15 001 à 20 000,378,"6,551",17,116,"2,114",258,"4,970",131,"2,532"
,135,Lespignan,20 001 à 30 000,421,"10,291",156,197,"4,736",271,"7,015",178,"4,487"
,135,Lespignan,30 001 à 50 000,425,"16,388",440,294,"11,581",272,"10,334",218,"7,307"
,135,Lespignan,50 001 à 100 000,183,"11,821",823,171,"11,132",138,"7,912",73,"3,062"
,135,Lespignan,+ de 100 000,22,"3,632",626,n.c.,n.c.,17,"1,262",11,610
,135,Lespignan,Total,"2,229","54,731","1,996",810,"33,185","1,374","36,013",866,"20,809"
,136,Lézignan-la-Cèbe,Total,923,"22,135",830,316,"12,670",582,"14,789",357,"8,386"
,137,Liausson,Total,98,"3,145",157,41,"2,349",47,"1,317",52,"1,620"
,138,Lieuran-Cabrières,Total,199,"6,215",302,84,"4,269",121,"3,559",84,"2,107"
,139,Lieuran-lès-Béziers,Total,903,"27,916","1,527",398,"19,293",552,"17,314",358,"9,295"
,140,Lignan-sur-Orb,0 à 10 000,309,"1,384",-20,n.c.,n.c.,112,759,120,"1,069"
,140,Lignan-sur-Orb,10 001 à 12 000,100,"1,116",-6,n.c.,n.c.,53,702,48,720
,140,Lignan-sur-Orb,12 001 à 15 000,136,"1,843",-8,n.c.,n.c.,95,"1,453",43,666
,140,Lignan-sur-Orb,15 001 à 20 000,345,"6,070",5,110,"2,007",207,"4,020",150,"2,912"
